country,parameter,mode,powertrain,year,unit,value
China,EV stock,Buses,PHEV,2019,Vehicles,32000
Denmark,EV stock,Cars,BEV,2020,Vehicles,32000
Germany,EV stock,Cars,PHEV,2016,Vehicles,32000
Netherlands,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,32000
Russia,EV stock,Cars,PHEV,2024,Vehicles,32000
Sweden,EV stock,Cars,PHEV,2017,Vehicles,32000
USA,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,32000
Australia,EV stock,Cars,PHEV,2023,Vehicles,31000
Canada,EV stock,Vans,BEV,2024,Vehicles,31000
China,EV stock,Buses,PHEV,2018,Vehicles,31000
China,EV stock,Cars,BEV,2013,Vehicles,31000
Norway,EV stock,Cars,PHEV,2016,Vehicles,31000
Poland,EV stock,Cars,BEV,2022,Vehicles,31000
Korea,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,31000
Thailand,EV stock,Cars,PHEV,2021,Vehicles,31000
Austria,EV stock,Cars,BEV,2019,Vehicles,30000
China,EV stock,Buses,PHEV,2017,Vehicles,30000
Denmark,EV stock,Cars,PHEV,2020,Vehicles,30000
Japan,EV stock,Cars,BEV,2012,Vehicles,30000
Norway,EV stock,Vans,BEV,2023,Vehicles,30000
Poland,EV stock,Cars,PHEV,2022,Vehicles,30000
Sweden,EV stock,Cars,BEV,2019,Vehicles,30000
Switzerland,EV stock,Cars,PHEV,2020,Vehicles,30000
Turkiye,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,30000
USA,EV stock,Vans,BEV,2023,Vehicles,30000
United Kingdom,EV stock,Cars,BEV,2016,Vehicles,30000
Austria,EV stock,Cars,PHEV,2021,Vehicles,29000
China,EV stock,Buses,PHEV,2016,Vehicles,29000
Indonesia,EV stock,Cars,BEV,2023,Vehicles,29000
Korea,EV stock,Cars,FCEV,2022,Vehicles,29000
France,EV stock,Cars,BEV,2014,Vehicles,28000
Iceland,EV stock,Cars,PHEV,2024,Vehicles,28000
Israel,EV stock,Cars,PHEV,2021,Vehicles,28000
Netherlands,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,28000
Sweden,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,28000
Sweden,EV stock,Vans,BEV,2024,Vehicles,28000
USA,EV stock,Cars,BEV,2012,Vehicles,28000
United Kingdom,EV stock,Vans,BEV,2021,Vehicles,28000
France,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,27000
France,EV stock,Vans,BEV,2016,Vehicles,27000
Germany,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,27000
Greece,EV stock,Cars,PHEV,2024,Vehicles,27000
Japan,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,27000
New Zealand,EV stock,Cars,PHEV,2023,Vehicles,27000
United Kingdom,EV stock,Cars,PHEV,2015,Vehicles,27000
Belgium,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,26000
Brazil,EV stock,Cars,PHEV,2022,Vehicles,26000
China,EV stock,Cars,PHEV,2014,Vehicles,26000
Germany,EV stock,Cars,BEV,2015,Vehicles,26000
New Zealand,EV stock,Cars,BEV,2021,Vehicles,26000
Portugal,EV stock,Cars,PHEV,2020,Vehicles,26000
Spain,EV stock,Cars,BEV,2019,Vehicles,26000
United Kingdom,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,26000
Uzbekistan,EV stock,Cars,PHEV,2024,Vehicles,26000
Africa,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,25000
Canada,EV stock,Cars,BEV,2017,Vehicles,25000
Finland,EV stock,Cars,PHEV,2019,Vehicles,25000
Germany,EV stock,Vans,BEV,2020,Vehicles,25000
Iceland,EV stock,Cars,BEV,2024,Vehicles,25000
Italy,EV stock,Vans,BEV,2024,Vehicles,25000
Japan,EV stock,Cars,PHEV,2013,Vehicles,25000
Malaysia,EV stock,Cars,PHEV,2024,Vehicles,25000
Mexico,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,25000
Mexico,EV stock,Cars,BEV,2023,Vehicles,25000
Australia,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,24000
Malaysia,EV stock,Cars,PHEV,2023,Vehicles,24000
Netherlands,EV stock,Vans,BEV,2023,Vehicles,24000
Netherlands,EV stock,Cars,PHEV,2013,Vehicles,24000
Korea,EV stock,Cars,BEV,2017,Vehicles,24000
Korea,EV stock,Cars,PHEV,2020,Vehicles,24000
Spain,EV stock,Vans,BEV,2024,Vehicles,24000
Thailand,EV stock,Cars,PHEV,2020,Vehicles,24000
Turkiye,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,24000
Belgium,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,23000
Belgium,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,23000
Belgium,EV stock,Cars,PHEV,2017,Vehicles,23000
Finland,EV stock,Cars,BEV,2021,Vehicles,23000
India,EV stock,Cars,BEV,2021,Vehicles,23000
Italy,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,23000
Italy,EV stock,Cars,BEV,2019,Vehicles,23000
Mexico,EV stock,Cars,PHEV,2024,Vehicles,23000
Netherlands,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,23000
Portugal,EV stock,Cars,BEV,2020,Vehicles,23000
Sweden,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,23000
USA,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,23000
United Kingdom,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,23000
Austria,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,22000
Canada,EV stock,Cars,PHEV,2017,Vehicles,22000
Chile,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,22000
China,EV stock,Buses,BEV,2014,Vehicles,22000
China,EV stock,Buses,PHEV,2015,Vehicles,22000
Costa Rica,EV stock,Cars,BEV,2024,Vehicles,22000
Germany,EV stock,Vans,BEV,2019,Vehicles,22000
Iceland,EV stock,Cars,BEV,2023,Vehicles,22000
Iceland,EV stock,Cars,PHEV,2023,Vehicles,22000
Spain,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,22000
Australia,EV stock,Cars,PHEV,2022,Vehicles,21000
Austria,EV stock,Cars,BEV,2018,Vehicles,21000
Chile,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,21000
France,EV stock,Vans,BEV,2015,Vehicles,21000
Greece,EV stock,Cars,PHEV,2023,Vehicles,21000
Italy,EV stock,Vans,BEV,2023,Vehicles,21000
Mexico,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,21000
Netherlands,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,21000
Netherlands,EV stock,Cars,BEV,2017,Vehicles,21000
Norway,EV stock,Vans,BEV,2022,Vehicles,21000
Sweden,EV stock,Vans,BEV,2023,Vehicles,21000
Switzerland,EV stock,Cars,BEV,2018,Vehicles,21000
United Kingdom,EV stock,Cars,BEV,2015,Vehicles,21000
Austria,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,20000
Canada,EV stock,Vans,BEV,2023,Vehicles,20000
Chile,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,20000
Denmark,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,20000
Germany,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,20000
Japan,EV stock,Vans,BEV,2024,Vehicles,20000
Spain,EV stock,Vans,BEV,2023,Vehicles,20000
Switzerland,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,20000
Belgium,EV stock,Cars,BEV,2019,Vehicles,19000
Chile,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,19000
Colombia,EV stock,Cars,BEV,2024,Vehicles,19000
Germany,EV stock,Cars,PHEV,2015,Vehicles,19000
Iceland,EV stock,Cars,PHEV,2022,Vehicles,19000
New Zealand,EV stock,Cars,PHEV,2022,Vehicles,19000
Poland,EV stock,Cars,PHEV,2021,Vehicles,19000
Korea,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,19000
Korea,EV stock,Cars,FCEV,2021,Vehicles,19000
Spain,EV stock,Cars,PHEV,2019,Vehicles,19000
Sweden,EV stock,Cars,PHEV,2016,Vehicles,19000
USA,EV stock,Cars,FCEV,2024,Vehicles,19000
Australia,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,18000
Canada,EV stock,Vans,PHEV,2024,Vehicles,18000
Denmark,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,18000
Germany,EV stock,Cars,BEV,2014,Vehicles,18000
Greece,EV stock,Cars,BEV,2024,Vehicles,18000
Poland,EV stock,Cars,BEV,2021,Vehicles,18000
Thailand,EV stock,Cars,PHEV,2019,Vehicles,18000
Turkiye,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,18000
USA,EV stock,Cars,FCEV,2023,Vehicles,18000
Australia,EV stock,Cars,BEV,2020,Vehicles,17000
Austria,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,17000
China,EV stock,Trucks,BEV,2015,Vehicles,17000
France,EV stock,Cars,BEV,2013,Vehicles,17000
France,EV stock,Cars,PHEV,2016,Vehicles,17000
Germany,EV stock,Vans,BEV,2018,Vehicles,17000
Indonesia,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,17000
Italy,EV stock,Cars,PHEV,2019,Vehicles,17000
Netherlands,EV stock,2 and 3 wheelers,BEV,2011,Vehicles,17000
New Zealand,EV stock,Cars,BEV,2020,Vehicles,17000
Poland,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,17000
Sweden,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,17000
Sweden,EV stock,Cars,BEV,2018,Vehicles,17000
Thailand,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,17000
Africa,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,16000
Chile,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,16000
China,EV stock,Cars,BEV,2012,Vehicles,16000
China,EV stock,Trucks,FCEV,2024,Vehicles,16000
Denmark,EV stock,Cars,BEV,2019,Vehicles,16000
France,EV stock,Vans,BEV,2014,Vehicles,16000
Japan,EV stock,Cars,BEV,2011,Vehicles,16000
Mexico,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,16000
Mexico,EV stock,Cars,PHEV,2023,Vehicles,16000
Portugal,EV stock,Cars,BEV,2019,Vehicles,16000
Korea,EV stock,Vans,BEV,2020,Vehicles,16000
Spain,EV stock,Cars,BEV,2018,Vehicles,16000
Switzerland,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,16000
Switzerland,EV stock,Cars,BEV,2017,Vehicles,16000
Switzerland,EV stock,Cars,PHEV,2019,Vehicles,16000
USA,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,16000
United Kingdom,EV stock,Vans,BEV,2020,Vehicles,16000
Africa,EV stock,Cars,BEV,2024,Vehicles,15000
Austria,EV stock,Cars,BEV,2017,Vehicles,15000
Austria,EV stock,Cars,PHEV,2020,Vehicles,15000
Brazil,EV stock,Cars,PHEV,2021,Vehicles,15000
Canada,EV stock,Cars,BEV,2016,Vehicles,15000
China,EV stock,Vans,BEV,2015,Vehicles,15000
France,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,15000
Germany,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,15000
Israel,EV stock,Cars,BEV,2021,Vehicles,15000
Israel,EV stock,Cars,PHEV,2020,Vehicles,15000
Japan,EV stock,Vans,BEV,2023,Vehicles,15000
Malaysia,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,15000
Norway,EV stock,Cars,BEV,2013,Vehicles,15000
Poland,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,15000
Poland,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,15000
USA,EV stock,Cars,FCEV,2022,Vehicles,15000
Australia,EV stock,Cars,PHEV,2021,Vehicles,14000
Austria,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,14000
Brazil,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,14000
Canada,EV stock,Cars,PHEV,2016,Vehicles,14000
Iceland,EV stock,Cars,BEV,2022,Vehicles,14000
Mexico,EV stock,Cars,PHEV,2022,Vehicles,14000
Netherlands,EV stock,Vans,BEV,2022,Vehicles,14000
Portugal,EV stock,Cars,PHEV,2019,Vehicles,14000
Spain,EV stock,Vans,BEV,2022,Vehicles,14000
Switzerland,EV stock,Cars,PHEV,2018,Vehicles,14000
Thailand,EV stock,Cars,BEV,2022,Vehicles,14000
Turkiye,EV stock,Cars,BEV,2022,Vehicles,14000
USA,EV stock,Vans,BEV,2022,Vehicles,14000
USA,EV stock,Cars,BEV,2011,Vehicles,14000
Brazil,EV stock,Cars,BEV,2022,Vehicles,13000
Colombia,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,13000
Denmark,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,13000
Finland,EV stock,Cars,PHEV,2018,Vehicles,13000
Greece,EV stock,Cars,BEV,2023,Vehicles,13000
Iceland,EV stock,Cars,PHEV,2021,Vehicles,13000
India,EV stock,Vans,BEV,2024,Vehicles,13000
Italy,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,13000
Italy,EV stock,Vans,BEV,2022,Vehicles,13000
Italy,EV stock,Cars,BEV,2018,Vehicles,13000
Mexico,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,13000
Netherlands,EV stock,Cars,BEV,2016,Vehicles,13000
New Zealand,EV stock,Cars,BEV,2019,Vehicles,13000
Sweden,EV stock,Vans,BEV,2022,Vehicles,13000
United Kingdom,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,13000
Australia,EV stock,Cars,BEV,2019,Vehicles,12000
Belgium,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,12000
Chile,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,12000
Chile,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,12000
Colombia,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,12000
Denmark,EV stock,Vans,BEV,2024,Vehicles,12000
France,EV stock,Vans,BEV,2013,Vehicles,12000
Greece,EV stock,Cars,PHEV,2022,Vehicles,12000
India,EV stock,Buses,BEV,2024,Vehicles,12000
India,EV stock,Cars,BEV,2020,Vehicles,12000
Indonesia,EV stock,Cars,BEV,2022,Vehicles,12000
Japan,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,12000
Malaysia,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,12000
Spain,EV stock,Cars,PHEV,2018,Vehicles,12000
Sweden,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,12000
Switzerland,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,12000
Switzerland,EV stock,Vans,BEV,2024,Vehicles,12000
Turkiye,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,12000
Turkiye,EV stock,Cars,PHEV,2024,Vehicles,12000
USA,EV stock,Cars,FCEV,2021,Vehicles,12000
United Kingdom,EV stock,Cars,BEV,2014,Vehicles,12000
Austria,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,11000
Belgium,EV stock,Cars,BEV,2018,Vehicles,11000
Belgium,EV stock,Cars,PHEV,2016,Vehicles,11000
Canada,EV stock,Vans,BEV,2022,Vehicles,11000
Canada,EV stock,Vans,PHEV,2023,Vehicles,11000
Costa Rica,EV stock,Cars,BEV,2023,Vehicles,11000
Germany,EV stock,Vans,BEV,2017,Vehicles,11000
Japan,EV stock,Vans,BEV,2021,Vehicles,11000
Japan,EV stock,Cars,PHEV,2012,Vehicles,11000
Malaysia,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,11000
Malaysia,EV stock,Cars,BEV,2023,Vehicles,11000
Norway,EV stock,Vans,BEV,2021,Vehicles,11000
Poland,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,11000
Korea,EV stock,Buses,BEV,2024,Vehicles,11000
Korea,EV stock,Cars,PHEV,2019,Vehicles,11000
Spain,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,11000
Sweden,EV stock,Cars,BEV,2017,Vehicles,11000
Switzerland,EV stock,Cars,BEV,2016,Vehicles,11000
Australia,EV stock,Cars,PHEV,2020,Vehicles,10000
Brazil,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,10000
China,EV stock,Trucks,FCEV,2023,Vehicles,10000
Colombia,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,10000
Denmark,EV stock,Cars,BEV,2018,Vehicles,10000
Germany,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,10000
Italy,EV stock,Cars,PHEV,2018,Vehicles,10000
Japan,EV stock,Vans,BEV,2020,Vehicles,10000
Malaysia,EV stock,Cars,PHEV,2022,Vehicles,10000
Mexico,EV stock,Cars,BEV,2022,Vehicles,10000
Norway,EV stock,Cars,PHEV,2015,Vehicles,10000
Russia,EV stock,Cars,BEV,2024,Vehicles,10000
Korea,EV stock,Cars,BEV,2016,Vehicles,10000
Korea,EV stock,Cars,FCEV,2020,Vehicles,10000
Spain,EV stock,Vans,BEV,2021,Vehicles,10000
Spain,EV stock,Cars,BEV,2017,Vehicles,10000
Switzerland,EV stock,Vans,BEV,2023,Vehicles,10000
United Kingdom,EV stock,Vans,BEV,2019,Vehicles,10000
Canada,EV stock,Cars,BEV,2015,Vehicles,9900
Denmark,EV stock,Cars,PHEV,2019,Vehicles,9900
Mexico,EV stock,Cars,PHEV,2021,Vehicles,9900
Colombia,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,9800
Sweden,EV stock,Cars,PHEV,2015,Vehicles,9800
Finland,EV stock,Cars,BEV,2020,Vehicles,9700
Mexico,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,9700
Norway,EV stock,Vans,BEV,2020,Vehicles,9700
USA,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,9700
United Kingdom,EV stock,Cars,PHEV,2014,Vehicles,9700
Iceland,EV stock,Cars,PHEV,2020,Vehicles,9600
Belgium,EV stock,Vans,BEV,2024,Vehicles,9500
Colombia,EV stock,Cars,PHEV,2024,Vehicles,9500
Germany,EV stock,Trucks,BEV,2024,Vehicles,9500
USA,EV stock,Buses,BEV,2024,Vehicles,9500
Austria,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,9400
Denmark,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,9400
Italy,EV stock,Vans,BEV,2021,Vehicles,9400
Netherlands,EV stock,Cars,BEV,2015,Vehicles,9400
New Zealand,EV stock,Cars,PHEV,2021,Vehicles,9400
Poland,EV stock,Cars,BEV,2020,Vehicles,9400
United Kingdom,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,9400
France,EV stock,Cars,PHEV,2015,Vehicles,9300
Malaysia,EV stock,Cars,PHEV,2018,Vehicles,9300
Germany,EV stock,Cars,BEV,2013,Vehicles,9200
Israel,EV stock,Cars,PHEV,2019,Vehicles,9200
Netherlands,EV stock,Vans,BEV,2021,Vehicles,9200
Russia,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,9200
Russia,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,9200
Russia,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,9200
Russia,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,9200
Russia,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,9200
Russia,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,9200
Russia,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,9200
Russia,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,9200
Russia,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,9200
Russia,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,9200
USA,EV stock,Cars,FCEV,2020,Vehicles,9200
Uzbekistan,EV stock,Cars,PHEV,2023,Vehicles,9200
Austria,EV stock,Cars,BEV,2016,Vehicles,9100
Switzerland,EV stock,Cars,PHEV,2017,Vehicles,9000
New Zealand,EV stock,Cars,BEV,2018,Vehicles,8900
Denmark,EV stock,Cars,BEV,2017,Vehicles,8800
Denmark,EV stock,Cars,BEV,2016,Vehicles,8700
Japan,EV stock,Vans,BEV,2019,Vehicles,8700
Portugal,EV stock,Cars,BEV,2018,Vehicles,8700
Australia,EV stock,Cars,PHEV,2019,Vehicles,8600
Chile,EV stock,Cars,BEV,2024,Vehicles,8600
France,EV stock,Cars,BEV,2012,Vehicles,8600
India,EV stock,Cars,BEV,2019,Vehicles,8600
Iceland,EV stock,Cars,BEV,2021,Vehicles,8500
Thailand,EV stock,Cars,PHEV,2018,Vehicles,8500
Australia,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,8400
China,EV stock,Buses,PHEV,2014,Vehicles,8400
India,EV stock,Buses,BEV,2023,Vehicles,8400
Sweden,EV stock,Vans,BEV,2021,Vehicles,8400
Malaysia,EV stock,Cars,PHEV,2017,Vehicles,8300
Poland,EV stock,Cars,PHEV,2020,Vehicles,8300
Sweden,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,8300
Colombia,EV stock,Cars,BEV,2023,Vehicles,8200
Japan,EV stock,Vans,BEV,2018,Vehicles,8200
Malaysia,EV stock,Cars,PHEV,2021,Vehicles,8200
Poland,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,8200
Switzerland,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,8200
USA,EV stock,Cars,FCEV,2019,Vehicles,8200
Africa,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,8100
Japan,EV stock,Cars,FCEV,2024,Vehicles,8100
Austria,EV stock,Cars,PHEV,2019,Vehicles,8000
China,EV stock,Buses,FCEV,2024,Vehicles,8000
Norway,EV stock,Cars,BEV,2012,Vehicles,8000
Portugal,EV stock,Cars,PHEV,2018,Vehicles,8000
Korea,EV stock,Buses,BEV,2023,Vehicles,8000
USA,EV stock,Cars,PHEV,2011,Vehicles,8000
Denmark,EV stock,Cars,BEV,2015,Vehicles,7900
India,EV stock,Cars,BEV,2018,Vehicles,7900
Japan,EV stock,Vans,BEV,2017,Vehicles,7900
Japan,EV stock,Cars,FCEV,2023,Vehicles,7900
Spain,EV stock,Vans,BEV,2020,Vehicles,7900
France,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,7800
Italy,EV stock,Cars,BEV,2017,Vehicles,7800
Switzerland,EV stock,Cars,BEV,2015,Vehicles,7800
Canada,EV stock,Cars,PHEV,2015,Vehicles,7700
Thailand,EV stock,2 and 3 wheelers,BEV,2010,Vehicles,7700
Austria,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,7600
China,EV stock,Buses,BEV,2013,Vehicles,7600
Italy,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,7600
Japan,EV stock,Vans,BEV,2016,Vehicles,7600
Japan,EV stock,Cars,FCEV,2022,Vehicles,7600
Belgium,EV stock,Vans,BEV,2023,Vehicles,7500
Belgium,EV stock,Cars,BEV,2017,Vehicles,7500
Iceland,EV stock,Cars,PHEV,2019,Vehicles,7500
Sweden,EV stock,Cars,BEV,2016,Vehicles,7500
United Kingdom,EV stock,Vans,BEV,2018,Vehicles,7500
Colombia,EV stock,Cars,PHEV,2023,Vehicles,7400
Germany,EV stock,Cars,PHEV,2014,Vehicles,7400
Greece,EV stock,Cars,BEV,2022,Vehicles,7400
Viet Nam,EV stock,Cars,BEV,2022,Vehicles,7400
Denmark,EV stock,Vans,BEV,2023,Vehicles,7300
Germany,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,7300
India,EV stock,Vans,BEV,2023,Vehicles,7300
Japan,EV stock,Vans,BEV,2015,Vehicles,7300
USA,EV stock,Buses,BEV,2023,Vehicles,7300
Colombia,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,7200
Malaysia,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,7200
Malaysia,EV stock,Cars,PHEV,2020,Vehicles,7200
Mexico,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,7200
Canada,EV stock,Vans,PHEV,2022,Vehicles,7100
Africa,EV stock,Cars,BEV,2023,Vehicles,7000
China,EV stock,Trucks,FCEV,2022,Vehicles,7000
Greece,EV stock,Cars,PHEV,2021,Vehicles,7000
India,EV stock,Cars,BEV,2017,Vehicles,7000
Thailand,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,7000
Finland,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,6900
India,EV stock,Vans,BEV,2022,Vehicles,6900
Portugal,EV stock,Vans,BEV,2024,Vehicles,6900
USA,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,6900
France,EV stock,Vans,BEV,2012,Vehicles,6800
Netherlands,EV stock,Cars,BEV,2014,Vehicles,6800
Poland,EV stock,Vans,BEV,2024,Vehicles,6800
Turkiye,EV stock,Cars,BEV,2021,Vehicles,6800
Norway,EV stock,Vans,BEV,2019,Vehicles,6700
China,EV stock,Buses,FCEV,2023,Vehicles,6600
Japan,EV stock,Cars,FCEV,2021,Vehicles,6600
Malaysia,EV stock,Cars,PHEV,2019,Vehicles,6600
Spain,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,6600
Spain,EV stock,Cars,BEV,2016,Vehicles,6500
Switzerland,EV stock,Vans,BEV,2022,Vehicles,6500
India,EV stock,Vans,BEV,2021,Vehicles,6400
Japan,EV stock,Vans,BEV,2014,Vehicles,6400
Mexico,EV stock,Cars,PHEV,2020,Vehicles,6400
Uzbekistan,EV stock,Cars,BEV,2024,Vehicles,6400
Australia,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,6300
Brazil,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,6300
China,EV stock,Cars,BEV,2011,Vehicles,6300
Italy,EV stock,Vans,BEV,2020,Vehicles,6300
Korea,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,6300
Spain,EV stock,Vans,BEV,2019,Vehicles,6300
Spain,EV stock,Cars,PHEV,2017,Vehicles,6300
Thailand,EV stock,2 and 3 wheelers,BEV,2011,Vehicles,6300
Turkiye,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,6300
United Kingdom,EV stock,Vans,BEV,2017,Vehicles,6300
Germany,EV stock,Vans,BEV,2016,Vehicles,6200
Portugal,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,6200
USA,EV stock,Cars,FCEV,2018,Vehicles,6200
United Kingdom,EV stock,Cars,BEV,2013,Vehicles,6200
Austria,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,6100
Germany,EV stock,Trucks,BEV,2023,Vehicles,6100
India,EV stock,Buses,BEV,2022,Vehicles,6100
Mexico,EV stock,Cars,BEV,2021,Vehicles,6100
Netherlands,EV stock,Vans,BEV,2020,Vehicles,6100
Finland,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,6000
Switzerland,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,6000
China,EV stock,Buses,BEV,2012,Vehicles,5900
New Zealand,EV stock,Cars,PHEV,2020,Vehicles,5900
Russia,EV stock,Cars,BEV,2023,Vehicles,5900
Sweden,EV stock,Vans,BEV,2020,Vehicles,5900
Austria,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,5800
Denmark,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,5800
Italy,EV stock,Cars,BEV,2016,Vehicles,5800
Norway,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,5800
Poland,EV stock,Vans,BEV,2023,Vehicles,5800
Korea,EV stock,Cars,BEV,2015,Vehicles,5800
Australia,EV stock,Cars,PHEV,2018,Vehicles,5700
Austria,EV stock,Cars,PHEV,2018,Vehicles,5700
Finland,EV stock,Cars,PHEV,2017,Vehicles,5700
Iceland,EV stock,Cars,PHEV,2018,Vehicles,5600
Italy,EV stock,Cars,PHEV,2017,Vehicles,5600
Poland,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,5600
Korea,EV stock,Cars,PHEV,2018,Vehicles,5600
Viet Nam,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,5600
